Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,symptom_list,symptoms_text,severity_score,num_symptoms
Pneumonia, chills, fatigue, cough, high_fever, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,,"['chills', 'fatigue', 'cough', 'high_fever', 'sweating', 'malaise', 'phlegm', 'chest_pain', 'fast_heart_rate', 'rusty_sputum']", chills  fatigue  cough  high_fever  sweating  malaise  phlegm  chest_pain  fast_heart_rate  rusty_sputum,48,10
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,,"['chills', 'fatigue', 'cough', 'high_fever', 'breathlessness', 'malaise', 'phlegm', 'chest_pain', 'fast_heart_rate', 'rusty_sputum']", chills  fatigue  cough  high_fever  breathlessness  malaise  phlegm  chest_pain  fast_heart_rate  rusty_sputum,49,10
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,,"['chills', 'fatigue', 'cough', 'high_fever', 'breathlessness', 'sweating', 'phlegm', 'chest_pain', 'fast_heart_rate', 'rusty_sputum']", chills  fatigue  cough  high_fever  breathlessness  sweating  phlegm  chest_pain  fast_heart_rate  rusty_sputum,46,10
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,,,,,,,,,,,,,"['constipation', 'pain_during_bowel_movements', 'pain_in_anal_region', 'bloody_stool', 'irritation_in_anus']", constipation  pain_during_bowel_movements  pain_in_anal_region  bloody_stool  irritation_in_anus,26,5
Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,,,,,,,,,,,,,,"['pain_during_bowel_movements', 'pain_in_anal_region', 'bloody_stool', 'irritation_in_anus']", pain_during_bowel_movements  pain_in_anal_region  bloody_stool  irritation_in_anus,22,4
Dimorphic hemmorhoids(piles), constipation, pain_in_anal_region, bloody_stool, irritation_in_anus,,,,,,,,,,,,,,"['constipation', 'pain_in_anal_region', 'bloody_stool', 'irritation_in_anus']", constipation  pain_in_anal_region  bloody_stool  irritation_in_anus,21,4
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, irritation_in_anus,,,,,,,,,,,,,,"['constipation', 'pain_during_bowel_movements', 'bloody_stool', 'irritation_in_anus']", constipation  pain_during_bowel_movements  bloody_stool  irritation_in_anus,20,4
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, irritation_in_anus,,,,,,,,,,,,,,"['constipation', 'pain_during_bowel_movements', 'pain_in_anal_region', 'irritation_in_anus']", constipation  pain_during_bowel_movements  pain_in_anal_region  irritation_in_anus,21,4
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool,,,,,,,,,,,,,,"['constipation', 'pain_during_bowel_movements', 'pain_in_anal_region', 'bloody_stool']", constipation  pain_during_bowel_movements  pain_in_anal_region  bloody_stool,20,4
Heart attack, vomiting, breathlessness, sweating, chest_pain,,,,,,,,,,,,,,"['vomiting', 'breathlessness', 'sweating', 'chest_pain']", vomiting  breathlessness  sweating  chest_pain,19,4
Heart attack, breathlessness, sweating, chest_pain,,,,,,,,,,,,,,,"['breathlessness', 'sweating', 'chest_pain']", breathlessness  sweating  chest_pain,14,3
Heart attack, vomiting, sweating, chest_pain,,,,,,,,,,,,,,,"['vomiting', 'sweating', 'chest_pain']", vomiting  sweating  chest_pain,15,3
Heart attack, vomiting, breathlessness, chest_pain,,,,,,,,,,,,,,,"['vomiting', 'breathlessness', 'chest_pain']", vomiting  breathlessness  chest_pain,16,3
Heart attack, vomiting, breathlessness, sweating,,,,,,,,,,,,,,,"['vomiting', 'breathlessness', 'sweating']", vomiting  breathlessness  sweating,12,3
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,"['fatigue', 'cramps', 'bruising', 'obesity', 'swollen_legs', 'swollen_blood_vessels', 'prominent_veins_on_calf']", fatigue  cramps  bruising  obesity  swollen_legs  swollen_blood_vessels  prominent_veins_on_calf,32,7
Varicose veins, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,,"['cramps', 'bruising', 'obesity', 'swollen_legs', 'swollen_blood_vessels', 'prominent_veins_on_calf']", cramps  bruising  obesity  swollen_legs  swollen_blood_vessels  prominent_veins_on_calf,28,6
Varicose veins, fatigue, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,,"['fatigue', 'bruising', 'obesity', 'swollen_legs', 'swollen_blood_vessels', 'prominent_veins_on_calf']", fatigue  bruising  obesity  swollen_legs  swollen_blood_vessels  prominent_veins_on_calf,28,6
Varicose veins, fatigue, cramps, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,,"['fatigue', 'cramps', 'obesity', 'swollen_legs', 'swollen_blood_vessels', 'prominent_veins_on_calf']", fatigue  cramps  obesity  swollen_legs  swollen_blood_vessels  prominent_veins_on_calf,28,6
Varicose veins, fatigue, cramps, bruising, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,,"['fatigue', 'cramps', 'bruising', 'swollen_legs', 'swollen_blood_vessels', 'prominent_veins_on_calf']", fatigue  cramps  bruising  swollen_legs  swollen_blood_vessels  prominent_veins_on_calf,28,6
Varicose veins, fatigue, cramps, bruising, obesity, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,,"['fatigue', 'cramps', 'bruising', 'obesity', 'swollen_blood_vessels', 'prominent_veins_on_calf']", fatigue  cramps  bruising  obesity  swollen_blood_vessels  prominent_veins_on_calf,27,6
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, prominent_veins_on_calf,,,,,,,,,,,,"['fatigue', 'cramps', 'bruising', 'obesity', 'swollen_legs', 'prominent_veins_on_calf']", fatigue  cramps  bruising  obesity  swollen_legs  prominent_veins_on_calf,27,6
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels,,,,,,,,,,,,"['fatigue', 'cramps', 'bruising', 'obesity', 'swollen_legs', 'swollen_blood_vessels']", fatigue  cramps  bruising  obesity  swollen_legs  swollen_blood_vessels,26,6
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,"['fatigue', 'weight_gain', 'cold_hands_and_feets', 'mood_swings', 'lethargy', 'dizziness', 'puffy_face_and_eyes', 'enlarged_thyroid', 'brittle_nails', 'swollen_extremeties', 'depression', 'irritability', 'abnormal_menstruation']", fatigue  weight_gain  cold_hands_and_feets  mood_swings  lethargy  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation,53,13
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,,"['weight_gain', 'cold_hands_and_feets', 'mood_swings', 'lethargy', 'dizziness', 'puffy_face_and_eyes', 'enlarged_thyroid', 'brittle_nails', 'swollen_extremeties', 'depression', 'irritability', 'abnormal_menstruation']", weight_gain  cold_hands_and_feets  mood_swings  lethargy  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation,49,12
Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,,"['fatigue', 'cold_hands_and_feets', 'mood_swings', 'lethargy', 'dizziness', 'puffy_face_and_eyes', 'enlarged_thyroid', 'brittle_nails', 'swollen_extremeties', 'depression', 'irritability', 'abnormal_menstruation']", fatigue  cold_hands_and_feets  mood_swings  lethargy  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation,50,12
Hypothyroidism, fatigue, weight_gain, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,,"['fatigue', 'weight_gain', 'mood_swings', 'lethargy', 'dizziness', 'puffy_face_and_eyes', 'enlarged_thyroid', 'brittle_nails', 'swollen_extremeties', 'depression', 'irritability', 'abnormal_menstruation']", fatigue  weight_gain  mood_swings  lethargy  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation,48,12
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,,"['fatigue', 'weight_gain', 'cold_hands_and_feets', 'lethargy', 'dizziness', 'puffy_face_and_eyes', 'enlarged_thyroid', 'brittle_nails', 'swollen_extremeties', 'depression', 'irritability', 'abnormal_menstruation']", fatigue  weight_gain  cold_hands_and_feets  lethargy  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation,50,12
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,,"['fatigue', 'weight_gain', 'cold_hands_and_feets', 'mood_swings', 'dizziness', 'puffy_face_and_eyes', 'enlarged_thyroid', 'brittle_nails', 'swollen_extremeties', 'depression', 'irritability', 'abnormal_menstruation']", fatigue  weight_gain  cold_hands_and_feets  mood_swings  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation,51,12
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,,"['fatigue', 'weight_gain', 'cold_hands_and_feets', 'mood_swings', 'lethargy', 'puffy_face_and_eyes', 'enlarged_thyroid', 'brittle_nails', 'swollen_extremeties', 'depression', 'irritability', 'abnormal_menstruation']", fatigue  weight_gain  cold_hands_and_feets  mood_swings  lethargy  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation,49,12
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,,"['fatigue', 'weight_gain', 'cold_hands_and_feets', 'mood_swings', 'lethargy', 'dizziness', 'enlarged_thyroid', 'brittle_nails', 'swollen_extremeties', 'depression', 'irritability', 'abnormal_menstruation']", fatigue  weight_gain  cold_hands_and_feets  mood_swings  lethargy  dizziness  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation,48,12
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,"['fatigue', 'mood_swings', 'weight_loss', 'restlessness', 'sweating', 'diarrhoea', 'fast_heart_rate', 'excessive_hunger', 'muscle_weakness', 'irritability', 'abnormal_menstruation']", fatigue  mood_swings  weight_loss  restlessness  sweating  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation,43,11
Hyperthyroidism, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,"['mood_swings', 'weight_loss', 'restlessness', 'sweating', 'diarrhoea', 'fast_heart_rate', 'excessive_hunger', 'muscle_weakness', 'irritability', 'abnormal_menstruation']", mood_swings  weight_loss  restlessness  sweating  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation,39,10
Hyperthyroidism, fatigue, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,"['fatigue', 'weight_loss', 'restlessness', 'sweating', 'diarrhoea', 'fast_heart_rate', 'excessive_hunger', 'muscle_weakness', 'irritability', 'abnormal_menstruation']", fatigue  weight_loss  restlessness  sweating  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation,40,10
Hyperthyroidism, fatigue, mood_swings, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,"['fatigue', 'mood_swings', 'restlessness', 'sweating', 'diarrhoea', 'fast_heart_rate', 'excessive_hunger', 'muscle_weakness', 'irritability', 'abnormal_menstruation']", fatigue  mood_swings  restlessness  sweating  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation,40,10
Hyperthyroidism, fatigue, mood_swings, weight_loss, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,"['fatigue', 'mood_swings', 'weight_loss', 'sweating', 'diarrhoea', 'fast_heart_rate', 'excessive_hunger', 'muscle_weakness', 'irritability', 'abnormal_menstruation']", fatigue  mood_swings  weight_loss  sweating  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation,38,10
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,"['fatigue', 'mood_swings', 'weight_loss', 'restlessness', 'diarrhoea', 'fast_heart_rate', 'excessive_hunger', 'muscle_weakness', 'irritability', 'abnormal_menstruation']", fatigue  mood_swings  weight_loss  restlessness  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation,40,10
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,"['fatigue', 'mood_swings', 'weight_loss', 'restlessness', 'sweating', 'fast_heart_rate', 'excessive_hunger', 'muscle_weakness', 'irritability', 'abnormal_menstruation']", fatigue  mood_swings  weight_loss  restlessness  sweating  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation,37,10
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,"['fatigue', 'mood_swings', 'weight_loss', 'restlessness', 'sweating', 'diarrhoea', 'excessive_hunger', 'muscle_weakness', 'irritability', 'abnormal_menstruation']", fatigue  mood_swings  weight_loss  restlessness  sweating  diarrhoea  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation,38,10
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,"['fatigue', 'mood_swings', 'weight_loss', 'restlessness', 'sweating', 'diarrhoea', 'fast_heart_rate', 'muscle_weakness', 'irritability', 'abnormal_menstruation']", fatigue  mood_swings  weight_loss  restlessness  sweating  diarrhoea  fast_heart_rate  muscle_weakness  irritability  abnormal_menstruation,39,10
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, slurred_speech, irritability, palpitations,,,,,,,"['vomiting', 'fatigue', 'anxiety', 'sweating', 'headache', 'nausea', 'blurred_and_distorted_vision', 'excessive_hunger', 'slurred_speech', 'irritability', 'palpitations']", vomiting  fatigue  anxiety  sweating  headache  nausea  blurred_and_distorted_vision  excessive_hunger  slurred_speech  irritability  palpitations,43,11
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,"['vomiting', 'fatigue', 'anxiety', 'sweating', 'headache', 'nausea', 'blurred_and_distorted_vision', 'excessive_hunger', 'drying_and_tingling_lips', 'slurred_speech', 'irritability', 'palpitations']", vomiting  fatigue  anxiety  sweating  headache  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations,47,12
Hypoglycemia, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,,"['fatigue', 'anxiety', 'sweating', 'headache', 'nausea', 'blurred_and_distorted_vision', 'excessive_hunger', 'drying_and_tingling_lips', 'slurred_speech', 'irritability', 'palpitations']", fatigue  anxiety  sweating  headache  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations,42,11
Hypoglycemia, vomiting, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,,"['vomiting', 'anxiety', 'sweating', 'headache', 'nausea', 'blurred_and_distorted_vision', 'excessive_hunger', 'drying_and_tingling_lips', 'slurred_speech', 'irritability', 'palpitations']", vomiting  anxiety  sweating  headache  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations,43,11
Hypoglycemia, vomiting, fatigue, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,,"['vomiting', 'fatigue', 'sweating', 'headache', 'nausea', 'blurred_and_distorted_vision', 'excessive_hunger', 'drying_and_tingling_lips', 'slurred_speech', 'irritability', 'palpitations']", vomiting  fatigue  sweating  headache  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations,43,11
Hypoglycemia, vomiting, fatigue, anxiety, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,,"['vomiting', 'fatigue', 'anxiety', 'headache', 'nausea', 'blurred_and_distorted_vision', 'excessive_hunger', 'drying_and_tingling_lips', 'slurred_speech', 'irritability', 'palpitations']", vomiting  fatigue  anxiety  headache  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations,44,11
Hypoglycemia, vomiting, fatigue, anxiety, sweating, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,,"['vomiting', 'fatigue', 'anxiety', 'sweating', 'nausea', 'blurred_and_distorted_vision', 'excessive_hunger', 'drying_and_tingling_lips', 'slurred_speech', 'irritability', 'palpitations']", vomiting  fatigue  anxiety  sweating  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations,44,11
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,,"['vomiting', 'fatigue', 'anxiety', 'sweating', 'headache', 'blurred_and_distorted_vision', 'excessive_hunger', 'drying_and_tingling_lips', 'slurred_speech', 'irritability', 'palpitations']", vomiting  fatigue  anxiety  sweating  headache  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations,42,11
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,,"['vomiting', 'fatigue', 'anxiety', 'sweating', 'headache', 'nausea', 'excessive_hunger', 'drying_and_tingling_lips', 'slurred_speech', 'irritability', 'palpitations']", vomiting  fatigue  anxiety  sweating  headache  nausea  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations,42,11
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,,,,,,,,,,,,"['joint_pain', 'neck_pain', 'knee_pain', 'hip_joint_pain', 'swelling_joints', 'painful_walking']", joint_pain  neck_pain  knee_pain  hip_joint_pain  swelling_joints  painful_walking,20,6
Osteoarthristis, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,,,,,,,,,,,,,"['neck_pain', 'knee_pain', 'hip_joint_pain', 'swelling_joints', 'painful_walking']", neck_pain  knee_pain  hip_joint_pain  swelling_joints  painful_walking,17,5
Osteoarthristis, joint_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,,,,,,,,,,,,,"['joint_pain', 'knee_pain', 'hip_joint_pain', 'swelling_joints', 'painful_walking']", joint_pain  knee_pain  hip_joint_pain  swelling_joints  painful_walking,15,5
Osteoarthristis, joint_pain, neck_pain, hip_joint_pain, swelling_joints, painful_walking,,,,,,,,,,,,,"['joint_pain', 'neck_pain', 'hip_joint_pain', 'swelling_joints', 'painful_walking']", joint_pain  neck_pain  hip_joint_pain  swelling_joints  painful_walking,17,5
Osteoarthristis, joint_pain, neck_pain, knee_pain, swelling_joints, painful_walking,,,,,,,,,,,,,"['joint_pain', 'neck_pain', 'knee_pain', 'swelling_joints', 'painful_walking']", joint_pain  neck_pain  knee_pain  swelling_joints  painful_walking,18,5
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, painful_walking,,,,,,,,,,,,,"['joint_pain', 'neck_pain', 'knee_pain', 'hip_joint_pain', 'painful_walking']", joint_pain  neck_pain  knee_pain  hip_joint_pain  painful_walking,15,5
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints,,,,,,,,,,,,,"['joint_pain', 'neck_pain', 'knee_pain', 'hip_joint_pain', 'swelling_joints']", joint_pain  neck_pain  knee_pain  hip_joint_pain  swelling_joints,18,5
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking,,,,,,,,,,,,,"['muscle_weakness', 'stiff_neck', 'swelling_joints', 'movement_stiffness', 'painful_walking']", muscle_weakness  stiff_neck  swelling_joints  movement_stiffness  painful_walking,18,5
Arthritis, stiff_neck, swelling_joints, movement_stiffness, painful_walking,,,,,,,,,,,,,,"['stiff_neck', 'swelling_joints', 'movement_stiffness', 'painful_walking']", stiff_neck  swelling_joints  movement_stiffness  painful_walking,16,4
Arthritis, muscle_weakness, swelling_joints, movement_stiffness, painful_walking,,,,,,,,,,,,,,"['muscle_weakness', 'swelling_joints', 'movement_stiffness', 'painful_walking']", muscle_weakness  swelling_joints  movement_stiffness  painful_walking,14,4
Arthritis, muscle_weakness, stiff_neck, movement_stiffness, painful_walking,,,,,,,,,,,,,,"['muscle_weakness', 'stiff_neck', 'movement_stiffness', 'painful_walking']", muscle_weakness  stiff_neck  movement_stiffness  painful_walking,13,4
Arthritis, muscle_weakness, stiff_neck, swelling_joints, painful_walking,,,,,,,,,,,,,,"['muscle_weakness', 'stiff_neck', 'swelling_joints', 'painful_walking']", muscle_weakness  stiff_neck  swelling_joints  painful_walking,13,4
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,,,,,,,,,,,,,,"['muscle_weakness', 'stiff_neck', 'swelling_joints', 'movement_stiffness']", muscle_weakness  stiff_neck  swelling_joints  movement_stiffness,16,4
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,,,,,,,,,,,,"['vomiting', 'headache', 'nausea', 'spinning_movements', 'loss_of_balance', 'unsteadiness']", vomiting  headache  nausea  spinning_movements  loss_of_balance  unsteadiness,27,6
(vertigo) Paroymsal  Positional Vertigo, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,,,,,,,,,,,,,"['headache', 'nausea', 'spinning_movements', 'loss_of_balance', 'unsteadiness']", headache  nausea  spinning_movements  loss_of_balance  unsteadiness,22,5
(vertigo) Paroymsal  Positional Vertigo, vomiting, nausea, spinning_movements, loss_of_balance, unsteadiness,,,,,,,,,,,,,"['vomiting', 'nausea', 'spinning_movements', 'loss_of_balance', 'unsteadiness']", vomiting  nausea  spinning_movements  loss_of_balance  unsteadiness,24,5
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, spinning_movements, loss_of_balance, unsteadiness,,,,,,,,,,,,,"['vomiting', 'headache', 'spinning_movements', 'loss_of_balance', 'unsteadiness']", vomiting  headache  spinning_movements  loss_of_balance  unsteadiness,22,5
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance, unsteadiness,,,,,,,,,,,,,"['vomiting', 'headache', 'nausea', 'loss_of_balance', 'unsteadiness']", vomiting  headache  nausea  loss_of_balance  unsteadiness,21,5
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, unsteadiness,,,,,,,,,,,,,"['vomiting', 'headache', 'nausea', 'spinning_movements', 'unsteadiness']", vomiting  headache  nausea  spinning_movements  unsteadiness,23,5
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance,,,,,,,,,,,,,"['vomiting', 'headache', 'nausea', 'spinning_movements', 'loss_of_balance']", vomiting  headache  nausea  spinning_movements  loss_of_balance,23,5
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,,,,,,,,,,,,,,"['skin_rash', 'pus_filled_pimples', 'blackheads', 'scurring']", skin_rash  pus_filled_pimples  blackheads  scurring,9,4
Acne, pus_filled_pimples, blackheads, scurring,,,,,,,,,,,,,,,"['pus_filled_pimples', 'blackheads', 'scurring']", pus_filled_pimples  blackheads  scurring,6,3
Acne, skin_rash, blackheads, scurring,,,,,,,,,,,,,,,"['skin_rash', 'blackheads', 'scurring']", skin_rash  blackheads  scurring,7,3
Acne, skin_rash, pus_filled_pimples, scurring,,,,,,,,,,,,,,,"['skin_rash', 'pus_filled_pimples', 'scurring']", skin_rash  pus_filled_pimples  scurring,7,3
Acne, skin_rash, pus_filled_pimples, blackheads,,,,,,,,,,,,,,,"['skin_rash', 'pus_filled_pimples', 'blackheads']", skin_rash  pus_filled_pimples  blackheads,7,3
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,,,,,,,,,,,"['burning_micturition', 'bladder_discomfort', 'foul_smell_of urine', 'continuous_feel_of_urine']", burning_micturition  bladder_discomfort  foul_smell_of urine  continuous_feel_of_urine,16,4
Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,,,,,,,,,,,,"['bladder_discomfort', 'foul_smell_of urine', 'continuous_feel_of_urine']", bladder_discomfort  foul_smell_of urine  continuous_feel_of_urine,10,3
Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine,,,,,,,,,,,,,,,"['burning_micturition', 'foul_smell_of urine', 'continuous_feel_of_urine']", burning_micturition  foul_smell_of urine  continuous_feel_of_urine,12,3
Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,,,,,,,,,,,,,,,"['burning_micturition', 'bladder_discomfort', 'continuous_feel_of_urine']", burning_micturition  bladder_discomfort  continuous_feel_of_urine,16,3
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine,,,,,,,,,,,,,,,"['burning_micturition', 'bladder_discomfort', 'foul_smell_of urine']", burning_micturition  bladder_discomfort  foul_smell_of urine,10,3
